N,P,K,temperature,humidity,ph,rainfall,label,label_encoded
0.45,0.2785714285714286,0.18461538461538463,0.4461744633159592,0.8104014084008061,0.3040015965398083,0.9558378196707941,rice,20
0.44285714285714284,0.2642857142857143,0.158974358974359,0.39978909196928003,0.7910186310584174,0.48914294106137024,0.9222736155293266,rice,20
0.45714285714285713,0.2857142857142857,0.19487179487179487,0.49473177661201895,0.8080644357584175,0.2933975013660416,0.7656004111403218,rice,20
0.5928571428571429,0.39285714285714285,0.158974358974359,0.4936401241677306,0.7685966439518721,0.5927908830231133,0.7290121022231124,rice,20
0.6071428571428571,0.33571428571428574,0.20512820512820515,0.5175221152108213,0.7945158911355392,0.6628332518099141,0.9901495295306691,rice,20
0.65,0.2142857142857143,0.16923076923076924,0.47031604807284766,0.7730384454026569,0.42447490793738984,0.659770755254135,rice,20
0.5428571428571428,0.3142857142857143,0.18974358974358976,0.472365806844558,0.819160656158316,0.2215607755915373,0.7133565482195643,rice,20
0.5285714285714286,0.24285714285714288,0.16923076923076924,0.41511467247184874,0.8204716650326481,0.784804208639951,0.8590161663459519,rice,20
0.5642857142857143,0.2714285714285714,0.17435897435897438,0.3626229647276341,0.7751818939246212,0.6275153808998651,0.7692894360957491,rice,20
0.6285714285714286,0.35714285714285715,0.20512820512820515,0.46158881613520586,0.7717292331114786,0.7735021809921027,0.9424619260941139,rice,20
0.42857142857142855,0.22142857142857142,0.19487179487179487,0.4214503871842785,0.8026362864754764,0.23901794017381228,0.805979964888358,rice,20
0.5428571428571428,0.39285714285714285,0.17435897435897438,0.3085974648455039,0.7709607889666517,0.5626689144083216,0.7602760812837277,rice,20
0.6642857142857143,0.36428571428571427,0.18974358974358976,0.43565020142657096,0.7928680409428528,0.6974886630525815,0.7058447114149906,rice,20
0.46428571428571425,0.39285714285714285,0.19487179487179487,0.3728126793685166,0.7890587397674115,0.32035856769792026,0.8360845728342012,rice,20
0.5285714285714286,0.35,0.16923076923076924,0.4955895070323071,0.8073853675717793,0.6400880284546427,0.7957849117498011,rice,20
0.65,0.22142857142857142,0.20512820512820515,0.45518943216563346,0.7955346979677048,0.3843170112944837,0.9999999999999999,rice,20
0.5071428571428571,0.29285714285714287,0.1794871794871795,0.31642294718102426,0.7916759829980637,0.6655492144677454,0.6931663338340662,rice,20
0.5142857142857142,0.25,0.16923076923076924,0.3208985469804909,0.7926615220703341,0.7433515074274338,0.9078761282076088,rice,20
0.5928571428571429,0.37857142857142856,0.20512820512820515,0.4989143445051123,0.8079460104703061,0.3678501795102461,0.9099407848380392,rice,20
0.5,0.22142857142857142,0.18974358974358976,0.3684487847508685,0.7754065494096496,0.6020243082024751,0.7352637291853779,rice,20
0.5428571428571428,0.3,0.18974358974358976,0.3098734571547749,0.8052965239322784,0.3380726757609237,0.9824875245792116,rice,20
0.7071428571428571,0.2571428571428572,0.158974358974359,0.45567493774958523,0.7989646668425696,0.556636062712161,0.6552596696374394,rice,20
0.7071428571428571,0.35,0.1641025641025641,0.3451971470183849,0.7708123245422375,0.3065053654886184,0.7202868810092128,rice,20
0.6142857142857142,0.38571428571428573,0.15384615384615385,0.4999782613917346,0.7915324783376879,0.6021175716268438,0.9012606277101679,rice,20
0.4928571428571428,0.29285714285714287,0.18461538461538463,0.42845092533382556,0.7702401321139195,0.17908623974303894,0.9803609637068641,rice,20
0.4357142857142857,0.33571428571428574,0.18461538461538463,0.47296297461308123,0.8123034184744057,0.5876399811042331,0.7450163314848214,rice,20
0.47857142857142854,0.2857142857142857,0.16923076923076924,0.39800828097917396,0.7922259583851893,0.6794801662290951,0.971389456625721,rice,20
0.5571428571428572,0.2714285714285714,0.18974358974358976,0.3512063726330822,0.8019375686782435,0.675833885999363,0.694644266178834,rice,20
0.5357142857142857,0.35,0.158974358974359,0.5168921432091355,0.8202054010504025,0.6190213645794701,0.9576828556285718,rice,20
0.5214285714285715,0.2142857142857143,0.16923076923076924,0.4700470466280121,0.7899930096688791,0.17759208222025202,0.6689198395269902,rice,20
0.5499999999999999,0.22142857142857142,0.1641025641025641,0.5365506903094054,0.7839394559199626,0.4248782937656733,0.7037533129043779,rice,20
0.5785714285714285,0.2571428571428572,0.16923076923076924,0.3963600781659824,0.8104012508016996,0.7283916461497583,0.7293286022251306,rice,20
0.4857142857142857,0.37142857142857144,0.19487179487179487,0.5100267207426357,0.7713345822010705,0.33102430440404274,0.6566429102102406,rice,20
0.5142857142857142,0.2857142857142857,0.15384615384615385,0.48806467444878887,0.8012798906915928,0.34229999953662194,0.7069046802444376,rice,20
0.4357142857142857,0.34285714285714286,0.19487179487179487,0.5205111708474941,0.7792268559255169,0.4715604019806491,0.8199543132245471,rice,20
0.47857142857142854,0.2714285714285714,0.17435897435897438,0.5085281806811686,0.824870127545692,0.3951025134154794,0.67217911600612,rice,20
0.47857142857142854,0.37857142857142856,0.17435897435897438,0.48316322557941405,0.7732468734291199,0.27562203692643206,0.8068309162408034,rice,20
0.4714285714285714,0.39285714285714285,0.16923076923076924,0.37660482492363523,0.8073873783310692,0.47658342925868535,0.8537335389212206,rice,20
0.5857142857142857,0.2714285714285714,0.16923076923076924,0.41661580036763934,0.7836230805545774,0.1995213855364496,0.8964375943903293,rice,20
0.6,0.32142857142857145,0.2,0.48993604397454993,0.7833095045272834,0.38097054871836467,0.6556362511859477,rice,20
0.5785714285714285,0.34285714285714286,0.18974358974358976,0.4296010423684661,0.7789858291479493,0.2153175019132606,0.861672522946107,rice,20
0.65,0.32142857142857145,0.1794871794871795,0.3345743647697349,0.8151309039293788,0.49622403010433,0.8476298768077135,rice,20
0.6428571428571428,0.2785714285714286,0.16923076923076924,0.43491207234924545,0.8122108624205505,0.7172509567385424,0.8919344889184481,rice,20
0.5785714285714285,0.2857142857142857,0.15384615384615385,0.5246940957177333,0.7683351313902118,0.42974280112555985,0.8019903840762059,rice,20
0.5571428571428572,0.25,0.16923076923076924,0.5225460645708847,0.8118907185583933,0.7340321329374763,0.9202851432087716,rice,20
0.42857142857142855,0.32857142857142857,0.158974358974359,0.3969639321731103,0.7996941326804504,0.4013025805307334,0.9556849356431466,rice,20
0.6285714285714286,0.29285714285714287,0.18974358974358976,0.3965177157404812,0.8073080483535336,0.5274078817744611,0.7024961373898423,rice,20
0.5571428571428572,0.2142857142857143,0.2,0.525185820236874,0.8214225970442514,0.6296751748213038,0.6595404764950917,rice,20
0.46428571428571425,0.2285714285714286,0.1794871794871795,0.4190450631763286,0.8088425109467978,0.24932179280315137,0.6788789654072787,rice,20
0.5071428571428571,0.35,0.05641025641025641,0.39419816224138904,0.5766501829744293,0.3404211419782325,0.2726304801406857,maize,11
0.4357142857142857,0.2785714285714286,0.061538461538461535,0.5104102118576899,0.6686206789238394,0.5988636884511788,0.33118076038546945,maize,11
0.5714285714285714,0.2714285714285714,0.05641025641025641,0.42570352555935564,0.6688393381769819,0.5389915201874537,0.18771295720178638,maize,11
0.5214285714285715,0.37857142857142856,0.08205128205128207,0.30615579916419644,0.5065649340363982,0.5254544715136437,0.1632210328386675,maize,11
0.4357142857142857,0.2357142857142857,0.07692307692307693,0.25638408794884393,0.5650353629414452,0.3886492043772992,0.182540309265652,maize,11
0.4857142857142857,0.2571428571428572,0.05641025641025641,0.36630973736220107,0.5080310037501565,0.4298420047115733,0.3304539621984115,maize,11
0.6642857142857143,0.2571428571428572,0.061538461538461535,0.49446232219618313,0.6094700989361463,0.4055854101792594,0.34409310368795365,maize,11
0.6357142857142857,0.39285714285714285,0.07179487179487179,0.4801368156675452,0.611641436200682,0.3762296364762997,0.23350814678843673,maize,11
0.5428571428571428,0.2785714285714286,0.061538461538461535,0.3209772479419505,0.563392989988472,0.3634977602688748,0.18189304509582704,maize,11
0.47857142857142854,0.39285714285714285,0.10256410256410256,0.4711273174676326,0.6127611243090868,0.3404956065535377,0.3592314755326673,maize,11
0.5,0.2785714285714286,0.07179487179487179,0.4176397184817031,0.690544386649836,0.3628777428858764,0.29901673952958024,maize,11
0.6428571428571428,0.3142857142857143,0.08205128205128207,0.4684123372842839,0.631101218612986,0.4984396028083934,0.21731680294800343,maize,11
0.44285714285714284,0.33571428571428574,0.05641025641025641,0.3829211312119516,0.5200667797459115,0.6065832753314367,0.17621113222312662,maize,11
0.6571428571428571,0.2785714285714286,0.05641025641025641,0.269669965369257,0.6008844611179451,0.4132537982631056,0.3008925744389376,maize,11
0.4714285714285714,0.35,0.08205128205128207,0.4800755742549687,0.5359317889462348,0.3774063480782569,0.20952315091335488,maize,11
0.45,0.37857142857142856,0.08717948717948718,0.24888926477741657,0.4785619302464208,0.4398830371150785,0.17561934426677595,maize,11
0.5,0.3,0.061538461538461535,0.4608376382266174,0.6551060601042024,0.5264967702295421,0.33883466935650886,maize,11
0.4357142857142857,0.2571428571428572,0.061538461538461535,0.47847482573702327,0.5949781741102249,0.3998988180366342,0.2279309392115163,maize,11
0.4714285714285714,0.34285714285714286,0.07179487179487179,0.4101931725528355,0.5349492080943528,0.4024459669599,0.1827782499646658,maize,11
0.5285714285714286,0.35714285714285715,0.07179487179487179,0.24209916115557062,0.5673524688807616,0.45827829829186506,0.2584097275589163,maize,11
0.5499999999999999,0.37142857142857144,0.08205128205128207,0.4714785003177716,0.6946295871672622,0.5155053294570898,0.24026612790401997,maize,11
0.7071428571428571,0.32142857142857145,0.05128205128205129,0.24532439367188452,0.663017617146723,0.30179653676723783,0.2739139500951577,maize,11
0.5285714285714286,0.36428571428571427,0.08717948717948718,0.2498748293469254,0.6112825845514367,0.5764366954137267,0.24525047186790622,maize,11
0.5928571428571429,0.2857142857142857,0.08205128205128207,0.26820106807668687,0.5190246080004526,0.3330535595339482,0.24031658867800731,maize,11
0.7142857142857143,0.30714285714285716,0.05641025641025641,0.4977034900256305,0.6178429409812157,0.2966829731947057,0.219174041399623,maize,11
0.5642857142857143,0.32857142857142857,0.05641025641025641,0.48500493400411837,0.6327332322535514,0.5233079163415048,0.307761616955731,maize,11
0.6714285714285714,0.24285714285714288,0.06666666666666668,0.4367803087422605,0.5042905207734976,0.3717311370176811,0.33345690861224764,maize,11
0.5357142857142857,0.3142857142857143,0.05128205128205129,0.35827185362490177,0.6678541530319428,0.37723540092383423,0.33206485807581065,maize,11
0.5571428571428572,0.30714285714285716,0.08717948717948718,0.4100687981821153,0.5698130020224177,0.305156333654821,0.20270612617058176,maize,11
0.6214285714285714,0.35,0.07692307692307693,0.49430755810438676,0.5740892833491743,0.5211591072580838,0.3576741457517412,maize,11
0.6214285714285714,0.2142857142857143,0.10256410256410256,0.3552563116839176,0.5704844470084507,0.4340462337143566,0.1843612205417629,maize,11
0.45,0.2714285714285714,0.07179487179487179,0.2576925091819722,0.48146750460054655,0.5354799058539051,0.28566102673495775,maize,11
0.6,0.37142857142857144,0.10256410256410256,0.3915818500745156,0.6268330639640693,0.5020515202395429,0.17838437988897898,maize,11
0.45714285714285713,0.2142857142857143,0.09230769230769231,0.4077567545355655,0.5556993517982576,0.32521136661520644,0.1728540312848968,maize,11
0.42857142857142855,0.29285714285714287,0.08717948717948718,0.4701948574982965,0.5990883058497563,0.5318712849894168,0.27331770384032256,maize,11
0.7,0.2785714285714286,0.08205128205128207,0.49946314370358924,0.6979514315062816,0.5098009481004443,0.35227715710443763,maize,11
0.5357142857142857,0.36428571428571427,0.06666666666666668,0.2870356165971113,0.561097924826654,0.3286761904765444,0.16443290755086226,maize,11
0.6142857142857142,0.35714285714285715,0.08205128205128207,0.3584658762033176,0.5294000341295972,0.5709112000875288,0.361392033952976,maize,11
0.7,0.2142857142857143,0.06666666666666668,0.43365767432414615,0.7065840710707718,0.4503904787037495,0.288790286103324,maize,11
0.5428571428571428,0.37142857142857144,0.06666666666666668,0.27309502775886274,0.7030479633388129,0.4153863716190448,0.29887695106002876,maize,11
0.7071428571428571,0.36428571428571427,0.061538461538461535,0.4440280567317706,0.6867761104699606,0.4463521152224815,0.20529279683824403,maize,11
0.42857142857142855,0.2785714285714286,0.09230769230769231,0.46689711362425623,0.6507819772536032,0.334443673476697,0.22810869080240775,maize,11
0.5285714285714286,0.30714285714285716,0.061538461538461535,0.3614678586790635,0.5368357976028142,0.48927551443043027,0.19779540243291782,maize,11
0.6357142857142857,0.39285714285714285,0.061538461538461535,0.48625520129367283,0.5010533562659204,0.3916000942614696,0.3288970880913421,maize,11
0.4928571428571428,0.32857142857142857,0.09230769230769231,0.38099176406594215,0.6835507002193634,0.5704097766628461,0.34875819253832396,maize,11
0.6857142857142857,0.29285714285714287,0.08717948717948718,0.3265205143879748,0.6386000560250243,0.5044342499757483,0.18599337927527643,maize,11
0.4357142857142857,0.39285714285714285,0.05128205128205129,0.46957429356096037,0.6355810232626992,0.45318229126025644,0.2867609222808557,maize,11
0.5285714285714286,0.37857142857142856,0.06666666666666668,0.3083264151984637,0.4910889384579361,0.5541543117671622,0.35845619671467643,maize,11
0.5285714285714286,0.2714285714285714,0.09230769230769231,0.5054921407191616,0.5556538798481816,0.46623097047600803,0.3203380940769249,maize,11
0.45,0.2714285714285714,0.061538461538461535,0.28338191684517433,0.5974122307186248,0.5716888782039068,0.20627723132874454,maize,11
0.7071428571428571,0.22142857142857142,0.07692307692307693,0.3264098134751948,0.5959579209778763,0.5418608045753014,0.2346368304282625,maize,11
0.5499999999999999,0.22142857142857142,0.09230769230769231,0.4642128731395777,0.4955007470839249,0.5369710635556996,0.27543184519860425,maize,11
0.6214285714285714,0.39285714285714285,0.09230769230769231,0.31618886350070685,0.5792412131924634,0.4911245506891714,0.17069506933752016,maize,11
0.42857142857142855,0.2357142857142857,0.061538461538461535,0.2543981217597141,0.5830089379504461,0.49886673047697194,0.22683540203066882,maize,11
0.6714285714285714,0.35,0.061538461538461535,0.420119247405622,0.5539443163650672,0.3670415213209698,0.3515773881667256,maize,11
0.6785714285714286,0.2357142857142857,0.08717948717948718,0.30206387780112465,0.5481201355755472,0.33620124974624355,0.3251374518504979,maize,11
0.6,0.2785714285714286,0.08205128205128207,0.36938889956346477,0.5558828416033953,0.3624038096563241,0.3513690431012788,maize,11
0.5499999999999999,0.37857142857142856,0.07179487179487179,0.4005978781897078,0.4928576626158968,0.34954776867561177,0.3284726890404629,maize,11
0.4714285714285714,0.2785714285714286,0.07692307692307693,0.27635729223767447,0.6388531863206561,0.5569309515885944,0.24423913671768838,maize,11
0.45,0.2142857142857143,0.05641025641025641,0.37465308787644336,0.5960706111050126,0.4546809340818029,0.2563782292939112,maize,11
0.5642857142857143,0.2857142857142857,0.07692307692307693,0.43392436425030145,0.5247938260140533,0.33283179954929365,0.28152061182210103,maize,11
0.5142857142857142,0.39285714285714285,0.10256410256410256,0.2579238200398092,0.638907285509465,0.3455688829106386,0.27401407144916584,maize,11
0.47857142857142854,0.32857142857142857,0.09743589743589745,0.4238422407212926,0.5489980724871014,0.30417684902122477,0.1798747193570353,maize,11
0.6142857142857142,0.22142857142857142,0.09743589743589745,0.525398576282615,0.6839851719095138,0.34858962370753244,0.21441732553713005,maize,11
0.5428571428571428,0.30714285714285716,0.06666666666666668,0.2836063951404413,0.6459903666793672,0.34612062889010053,0.25426939526469416,maize,11
0.5357142857142857,0.34285714285714286,0.06666666666666668,0.33004892316120726,0.5270353718724502,0.5842203828573261,0.33677151737810485,maize,11
0.5785714285714285,0.2857142857142857,0.09230769230769231,0.2846405545988404,0.6273220561960807,0.43717413403015193,0.2583837227887116,maize,11
0.5214285714285715,0.2857142857142857,0.08205128205128207,0.4605846670888334,0.692113743855061,0.5343639650096138,0.3082788446819512,maize,11
0.5071428571428571,0.2142857142857143,0.09743589743589745,0.3828701184778548,0.5280199041069047,0.3571527203203583,0.1927463300178629,maize,11
0.6857142857142857,0.35,0.08717948717948718,0.4971371522833279,0.5491642318732348,0.6051182469933077,0.25425650954259293,maize,11
0.7071428571428571,0.24285714285714288,0.06666666666666668,0.28046191178779145,0.6304868326693014,0.4197654273377195,0.2729993174534756,maize,11
0.44285714285714284,0.30714285714285716,0.07692307692307693,0.36380727257333345,0.5391343578252044,0.5500308459141162,0.30473488751471867,maize,11
0.6142857142857142,0.2285714285714286,0.05641025641025641,0.3243215778334916,0.524408577739315,0.29922145242099896,0.1913058091425066,maize,11
0.6714285714285714,0.32142857142857145,0.07179487179487179,0.41719515161013365,0.692543022357182,0.367390243404334,0.3123103261784005,maize,11
0.5428571428571428,0.24285714285714288,0.09743589743589745,0.4488995125213423,0.4828185603294315,0.6128781353030489,0.17769741486195034,maize,11
0.5499999999999999,0.33571428571428574,0.061538461538461535,0.46919835429576007,0.6005793379321492,0.3327423398052237,0.2244524186667094,maize,11
0.5285714285714286,0.24285714285714288,0.09230769230769231,0.3946285336884352,0.6009610778477971,0.5658389377390257,0.27429726875540333,maize,11
0.5785714285714285,0.3142857142857143,0.07692307692307693,0.24181643792255547,0.5407702837965154,0.28876585625876394,0.3391153660666908,maize,11
0.45,0.2642857142857143,0.08205128205128207,0.4158226641452778,0.6774453640235013,0.3510290860985864,0.1892559387856601,maize,11
0.7071428571428571,0.2357142857142857,0.08205128205128207,0.4031879097057701,0.6688826257871088,0.4721870315219324,0.19178059631786543,maize,11
0.6428571428571428,0.33571428571428574,0.10256410256410256,0.506231791699053,0.6428295774285473,0.5749906388987392,0.3350440057217439,maize,11
0.4857142857142857,0.25,0.07179487179487179,0.5118653130335058,0.6059885060300183,0.5384364290948761,0.35123966118937766,maize,11
0.42857142857142855,0.37142857142857144,0.09743589743589745,0.2624586830451665,0.5517162410890799,0.421633591336818,0.22126299226759888,maize,11
0.5071428571428571,0.33571428571428574,0.06666666666666668,0.4773353383551914,0.48667079752084175,0.3493553913230948,0.233889074149775,maize,11
0.4357142857142857,0.38571428571428573,0.061538461538461535,0.41835816948551185,0.5247987983766876,0.4988593837802183,0.3422479841832422,maize,11
0.6285714285714286,0.2357142857142857,0.05128205128205129,0.4764861493880679,0.6026785654979823,0.49463315623594106,0.17064820717617585,maize,11
0.46428571428571425,0.39285714285714285,0.08717948717948718,0.4859950889464121,0.6796535050539421,0.52784318405365,0.3539691617175104,maize,11
0.5571428571428572,0.2285714285714286,0.08717948717948718,0.48514472305463696,0.5723026675514086,0.4673941675760579,0.21919790413945345,maize,11
0.5571428571428572,0.37857142857142856,0.05128205128205129,0.47405085063247465,0.6247798811178262,0.5107091678511658,0.1723501705030448,maize,11
0.6571428571428571,0.39285714285714285,0.09230769230769231,0.26266883992397627,0.6679406420451353,0.3342440911305907,0.2006808050510528,maize,11
0.5642857142857143,0.38571428571428573,0.061538461538461535,0.3197494992107278,0.5772077214855208,0.5359826748026121,0.35636268248895575,maize,11
0.65,0.35714285714285715,0.05128205128205129,0.2435212334459398,0.680699843785106,0.47747448936854864,0.2371212446132458,maize,11
0.5428571428571428,0.32857142857142857,0.06666666666666668,0.512732558177982,0.6731433043356966,0.44913152350387653,0.24070390875205555,maize,11
0.6214285714285714,0.30714285714285716,0.10256410256410256,0.2622188513995082,0.549680917102961,0.538721508963404,0.2962853744921928,maize,11
0.5071428571428571,0.39285714285714285,0.08717948717948718,0.5095608325694178,0.5262647832832288,0.43989485598992817,0.2645477597912768,maize,11
0.6428571428571428,0.37142857142857144,0.09743589743589745,0.2713700135299071,0.682923491937707,0.42984849178620144,0.2507633440274946,maize,11
0.47857142857142854,0.2142857142857143,0.08717948717948718,0.41725895252551404,0.5714681305874644,0.47944983213018777,0.35739131274242397,maize,11
0.42857142857142855,0.35,0.07179487179487179,0.26536199683781314,0.5627459865124421,0.4864773204206355,0.20189600295353471,maize,11
0.5928571428571429,0.37857142857142856,0.09230769230769231,0.2984887456858495,0.5296612149282233,0.47846965188275725,0.18282388434932972,maize,11
0.5928571428571429,0.37142857142857144,0.07179487179487179,0.4980863375152238,0.658969024883653,0.5870796811083133,0.3169393132281795,maize,11
0.2857142857142857,0.47857142857142854,0.3692307692307692,0.20792292216395913,0.03185312325068346,0.7200635218108823,0.2758258188374558,chickpea,3
0.16428571428571428,0.47857142857142854,0.40512820512820513,0.2744396040106317,0.03352103192507386,0.5963477618957275,0.24101762095029772,chickpea,3
0.2785714285714286,0.37857142857142856,0.41025641025641024,0.23668042073722373,0.013390177235208717,0.3944383915787316,0.19509646599665076,chickpea,3
0.15714285714285714,0.47857142857142854,0.41025641025641024,0.26935471955171464,0.016332124086625988,0.4806502361512749,0.27566138232725623,chickpea,3
0.2571428571428571,0.44285714285714284,0.3692307692307692,0.2527380900371584,0.061893760652769275,0.6472034079138592,0.23834006619245096,chickpea,3
0.22857142857142856,0.48571428571428577,0.38974358974358975,0.3221089871531637,0.013357792426932968,0.3927022564411652,0.29250495754580047,chickpea,3
0.41428571428571426,0.4642857142857143,0.40512820512820513,0.32889303549601,0.027415579192196754,0.44563456188977846,0.21977220471352332,chickpea,3
0.42142857142857143,0.4642857142857143,0.40512820512820513,0.21825171223438045,0.052391845478329174,0.73423650607512,0.2518761650912797,chickpea,3
0.3,0.40714285714285714,0.358974358974359,0.24639172667313614,0.05419997221262948,0.6160985507280478,0.2487789877455211,chickpea,3
0.19999999999999998,0.4928571428571429,0.38974358974358975,0.24084541775522805,0.04726388236461124,0.9973029776757184,0.24932673524740717,chickpea,3
0.41428571428571426,0.4357142857142857,0.37948717948717947,0.34020615388175357,0.059221148808083796,0.9895175069152952,0.2960125727654578,chickpea,3
0.3071428571428571,0.4357142857142857,0.37948717948717947,0.28916289273938955,0.011284489155887784,0.827349332782452,0.21945956631536612,chickpea,3
0.41428571428571426,0.4142857142857143,0.38974358974358975,0.30086566351240096,0.005128250081743307,0.5078375538895438,0.23713557949122177,chickpea,3
0.16428571428571428,0.40714285714285714,0.41025641025641024,0.2728941959497163,0.061337453187845115,0.939644618042872,0.24418148154367347,chickpea,3
0.19285714285714284,0.40714285714285714,0.3692307692307692,0.24699995106713268,0.005280509833273189,0.5211585288555086,0.2016854640343982,chickpea,3
0.19999999999999998,0.47857142857142854,0.40512820512820513,0.2647408472713031,0.0574394829754481,0.5004645051582389,0.20732891767034267,chickpea,3
0.35714285714285715,0.36428571428571427,0.3641025641025641,0.3402490161376548,0.06535044205126228,0.8251619939964524,0.2151074136857738,chickpea,3
0.2785714285714286,0.4714285714285714,0.40512820512820513,0.31646845360097575,0.02493253259237599,0.8632601168465485,0.2514969723580206,chickpea,3
0.17857142857142858,0.5214285714285715,0.3641025641025641,0.22310334529302978,0.017473561105050023,0.6638562150416191,0.1887213773308679,chickpea,3
0.22142857142857142,0.4642857142857143,0.3692307692307692,0.33668808477989487,0.0007593955530422469,0.5028181341378902,0.28353898441982517,chickpea,3
0.18571428571428572,0.5357142857142857,0.39999999999999997,0.209922815794769,0.0220197535910088,0.7293800434312766,0.2062390573623889,chickpea,3
0.17857142857142858,0.45,0.3692307692307692,0.3101970867689089,0.009971045952794189,0.7671777199293078,0.2645159757527332,chickpea,3
0.22142857142857142,0.5214285714285715,0.3641025641025641,0.2261596509575995,0.008646779155690676,0.9461718432126306,0.2788903172238183,chickpea,3
0.42857142857142855,0.45,0.39999999999999997,0.2777740375357516,0.04872295519131237,0.5308864744598975,0.26362986429875984,chickpea,3
0.42142857142857143,0.40714285714285714,0.39999999999999997,0.25964209303368113,0.05788404602452918,0.8552938232270916,0.21285553814385383,chickpea,3
0.15714285714285714,0.44285714285714284,0.37435897435897436,0.21262526844681362,0.0019426970068332217,0.43973940565096437,0.21034215072978057,chickpea,3
0.2571428571428571,0.42857142857142855,0.3846153846153846,0.2499941000443896,0.028243910414265855,0.40628182437391647,0.2206252065579632,chickpea,3
0.42142857142857143,0.39285714285714285,0.40512820512820513,0.27476092610582936,0.05143512044553136,0.7648850790729788,0.3006828032636543,chickpea,3
0.3857142857142857,0.5142857142857142,0.41025641025641024,0.21181856742622174,0.03275871699731517,0.7951170130605246,0.256431771860016,chickpea,3
0.3071428571428571,0.45,0.38974358974358975,0.22302561526940956,0.042864389916325296,0.5616541756457473,0.23695579314906257,chickpea,3
